space_id,source_cluster_id,source_cluster_basis,source_file_digests,source_cluster_size,source_cluster_weight
mithilesh22/StudyAssistant,96d751412b8869c7ea3ec75a61eee3b61c655cf9d292a071376d50992185b244,exact_multifile_bundle,2,1,1.0
mkT83303/spanish-tutor-chatbot,8c2096c2dccb557e1b77405eafc8d017e9f9e9cca2692166700340e048824822,exact_multifile_bundle,2,1,1.0
mogbuehi/LO_AI_Tutor,89b7b5cac67ec540deb4bc9433b7e7cde2b7b1f7de2579c763d038ed0aa4c6d3,exact_multifile_bundle,2,1,1.0
mogbuehi/YT_Language_Tutor,974f6c154cd77e90e21e350c4751e4bba9a815126de664a6182e63a230002cf5,exact_multifile_bundle,3,2,0.5
mogbuehi/YT_Language_Tutor_2,974f6c154cd77e90e21e350c4751e4bba9a815126de664a6182e63a230002cf5,exact_multifile_bundle,3,2,0.5
mohammednouman/CB-Quiz-Generator,230d776a718f58c97f6e922105f9e25614240aa37087e5b24deb04ac21c6ac3e,exact_multifile_bundle,2,2,0.5
montue/Teaching_Assistant,23fe58352b3e1d311f8cc50a17ea1b2fd86ceb15f12a75181adf434454efc4d4,exact_multifile_bundle,2,4,0.25
mostafa2020/readease-english-learning-companion,a7652614ea79a7b836588422e23a807d42f4ac581a6bef064e08821593040978,exact_multifile_bundle,4,1,1.0
motsimaslam/Afri-AI-Tutor,31e4eea1f8166ecd7b7bd171faac60b86797ad8d66c927da12d9f4a9417b4bfa,exact_multifile_bundle,2,1,1.0
mounikathatikonda/AI_TUTOR,3dc65495352687001cf696ff64bdfe38e24460a7d7326d8081f7aab1d5cbb802,exact_multifile_bundle,2,1,1.0
mrhamxa/Gradio-based-RAG-study-assistant,4b02e525aa63aa81ebe3a91dd45638b9a7b1259727abf67b68b1ca5bb42b7f06,exact_multifile_bundle,2,1,1.0
ms1869468/lingualoom-english-learning-companion,82ae9c5268f8d1f96e85c7e64294d4655ea344f75c62305ca0dc4cbdcb9ed99c,exact_multifile_bundle,4,1,1.0
muhammadHassan123/quiz-generator-ai,162ae72a718005826a60d40663f36f85d88d5c7a0b9c2bd7b5787cdc62c8f65e,exact_multifile_bundle,2,1,1.0
mukeshpatel1006/Study_Assistant,7fe5eec48b34026ddb87532963a7a0af8c9aa795adec246f3de6319cb630b50d,exact_multifile_bundle,2,1,1.0
nabilakil/nabil-ai-tutor,a5268b0a98b228cbef0afe16b021880a1dd67b0075effc2489a8de7f80e7c699,exact_multifile_bundle,2,1,1.0
nakshatravuppula25/AI_TUTOR,2f16a81e5a36243e10cc0bf8d902f963fbf0d5eff0795328b5fa1da3ac02531d,exact_multifile_bundle,2,1,1.0
name1911434/LanguageTutor,f61de7600fa9d87f6507968153282227ceb5267246f2e8775718c47712b1382b,exact_multifile_bundle,2,1,1.0
nandigamavamshi/StudyAssistant,654958a1b52fa62ed0509352795d811dfa8a8b51483ea2e663ac73b86d93c453,exact_multifile_bundle,3,1,1.0
nandini1810/AI_TUTOR,8440081c8d48abc4045f9aece34bb3b8f82335d6a22aa39156c3b69165e2589c,exact_multifile_bundle,2,3,0.3333333333333333
naveensngc/AI-Tutor,unique:naveensngc/AI-Tutor,insufficient_files_for_clustering,1,1,1.0
nazib61/quiz_generator,6fdfd7badd4df3baed2724233976c95802769e65d3d4bc1bef540095e6e39a71,exact_multifile_bundle,2,1,1.0
neo-team/edubot-buddy-smart-learning-companion,unique:neo-team/edubot-buddy-smart-learning-companion,insufficient_files_for_clustering,1,1,1.0
nersyan/quiz-generator,1eebe5cf57a8ce5de4142263f51dbb1f60574d4ec6e172e533620cf37b2f2569,exact_multifile_bundle,2,1,1.0
nhu445/ai-english-tutor,d171e9f29ce8446dd7685776976dddd4ca3572d71c75888166f7b5bd8a6b7cf0,exact_multifile_bundle,8,1,1.0
nidhinkn280/theertha-ai-tutor,a38f28fe551e410815a051d213a8933d3bc659b8e7ef24e6295290954383b4ff,exact_multifile_bundle,9,1,1.0
nishayaseen001/StudyAssistant,0de15477af05a0d61ec262a85383218440bc798be43238eec2b31486892380b0,exact_multifile_bundle,2,1,1.0
nohitha05/AI-TUTOR,fd98221306ca7b231f7a737839231dd5ef1440e5cd587ef32aec7d725062b627,exact_multifile_bundle,2,1,1.0
npinar/quiz-generator,2aba357f2b9dde10b1a55b5ae265f37efe586889566a0670ccc3cebe4b76b55f,exact_multifile_bundle,3,1,1.0
nruhh/Ai_tutor,e3975a633e6431ff3efceee67ba5e3b2fd1857ebe774cbb1541eca15e89a86f0,exact_multifile_bundle,2,1,1.0
nublelouch/study-assistant,eaf6a6eda44ff5d799295339c68db734d2fb0f77a15567fbe71b7fcc22a0404a,exact_multifile_bundle,2,1,1.0
ogrenimmatik/edubuddy-smart-learning-companion,unique:ogrenimmatik/edubuddy-smart-learning-companion,insufficient_files_for_clustering,1,1,1.0
oluinioluwa814/Ai-tutor,8b1f8ab6c660588c314904f955e080f5f7d5a1b3ad8b84fd953daabf1f769717,exact_multifile_bundle,6,1,1.0
omprasadmahapatra/Ai_Math_Tutor,8ea45e490bccc771b567bab0ca48cc617b7ed592dee2e21bb93e82b0e4a555fa,exact_multifile_bundle,2,1,1.0
patilyash22/Python-tutor-chatbot,459b198267f54a42f89f8c61aa868a4d8cff814784b457b19fcf07581a9dfe89,exact_multifile_bundle,2,1,1.0
pattato1/language-tutor,b2686e728350ebca060f3598e1a8b4aa493f18b3f25297ddc21c191c6c0cdc36,exact_multifile_bundle,5,1,1.0
pattato1/languagetutor,00eca5d1d9592071dc5eb4b48c84621d027bad3978d06afd3363328ca8bead1f,exact_multifile_bundle,3,1,1.0
pavan151600/edugeniusai-smart-learning-companion,unique:pavan151600/edugeniusai-smart-learning-companion,insufficient_files_for_clustering,1,1,1.0
pawanjerwa2023/edugenius-ai-powered-learning-companion,7c2e3025d3b4879482ad502a33eaa4a563e3b64663e5b55799d0835927492891,exact_multifile_bundle,5,1,1.0
peacedamilola/ecostudy-green-study-assistant,unique:peacedamilola/ecostudy-green-study-assistant,insufficient_files_for_clustering,1,1,1.0
phanisrigandla/AI_Tutor,df53efa9a5551b7263f7e60cca715a16b007bbad5f04f3c257b866b7e8024364,exact_multifile_bundle,5,2,0.5
philipobiorah/socratic-tutor,335fdfa41cd7bf97ef3f147f465f4ca2a4d5cca10fe99477a04fb43abedad27d,exact_multifile_bundle,2,1,1.0
piscesdahyun/edubuddy-connect-digital-learning-companion,84591f2e6ddf1b57fb4cfe9a829aaa51ca67e40765e243584ac7d3666dc11910,exact_multifile_bundle,4,1,1.0
poojithathalla/AI_TUTOR,3cd405908d5fa40f590f2863e4ca013f7e94e286977d9046ac1ac30504db0786,exact_multifile_bundle,2,1,1.0
pradeepodela/AI-tech-tutor,e8e4eb7dda688785e4abe9b29e9c38575392e4e7fcd4da0cb9dcb10335efa2f6,exact_multifile_bundle,2,1,1.0
pranaymachi/StudyAssistant,a695f32f7c81ec7f9a53681fa49812ca1e1b503d1ffed1ae58ee419cb3d00283,exact_multifile_bundle,2,1,1.0
praneeth300/AI-Quiz-Generator,53c9dd1b9ea8eab2351ef832ba8669b8b6544df3c007ae1de9b3755606c03b80,exact_multifile_bundle,3,1,1.0
prasanth22118131/StudyAssistant,af256c1f9c529fe3f986439179177a7c6448cf5b97f3fadd57d5af719701bff7,exact_multifile_bundle,2,1,1.0
pratikshahp/Education-Chatbot-Guardrail,49175e3f53df1019838a0cca30c4b156da264247ce46d00d9383797dca5e782d,exact_multifile_bundle,4,2,0.5
praveenpamisetty/study_assistant,unique:praveenpamisetty/study_assistant,insufficient_files_for_clustering,1,1,1.0
provokingdiaries/AI_TUTOR,2e824f4b5e38de1b9b11d59356e246c0734ec9af3d72c1ebdf37059cccb6b127,exact_multifile_bundle,2,2,0.5
pseudolab/AI_Tutor_BERT,ae2a8dbced244081971c2680da32b4d4743d7bf516ec38099ad73755412161af,exact_multifile_bundle,2,1,1.0
pydeoxy/quiz_generator,ddfc123373413adbc551d0d08165e7ee8d88db01b0f2ea7453e790d24d69587d,exact_multifile_bundle,2,1,1.0
qhaData/quiz-generator-api,5c2e72d9bfd5589b783091decc98276351adfc2ef61214c834647098bb6d7da7,exact_multifile_bundle,7,1,1.0
qhaData/quiz-generator-app,aa1913245bf0d5431a26adeedd137ef8cb31a6dd9159c85afefb225b36ca48f3,exact_multifile_bundle,7,1,1.0
qhaData/quiz-generator-pipeline,716f97c9613c73bf44d7a82cc276f2b15174af2c3f11e77493ab0691905f66a0,exact_multifile_bundle,7,1,1.0
rachapich/PISA-Teaching-Assistant-ChatBot-Guru,94615480812c7519b67072d0bfb3312e7fd87726e71e5541ef361b952522d6af,exact_multifile_bundle,2,1,1.0
raloul/brainybots-ai-powered-learning-companion,fa2c5c0a47eccd2dc5bc37c5dc5dce2eb31afe8c65c3e1f0bded22378456df64,exact_multifile_bundle,6,1,1.0
ramashandoubeh/Education-chatbot,unique:ramashandoubeh/Education-chatbot,insufficient_files_for_clustering,1,1,1.0
ramusakthivel17/educational-rag-chatbot,5a09436b16fdc1aa3090ea059ec436534aca2e3e23c70c8262e494b308946e05,exact_multifile_bundle,6,1,1.0
rcventura108000/Sophia-Ai-english-tutor,32d92b2160ab7228aa3c8fa9acbddb2184d05eeca5834da20149f4825c4eabcb,exact_multifile_bundle,7,1,1.0
rexiy/study_assistant,7b4fcaf747a50283c052796e9e26e16909eb036f82406e00e55cc92e114528da,exact_multifile_bundle,2,1,1.0
rgos20000/Quiz_Generator,a3967db97a0ead11b18a65ce06e92dded27ef112334a8bbdf3d37fd8f772af2a,exact_multifile_bundle,2,1,1.0
ridgebradley888/Smart-AI-Tutor-APP,67f240741b32cd385f881dd4a6a1aca6bc525a169794ce54b29ede458a3df029,exact_multifile_bundle,2,1,1.0
rishitha-reddy-8/AITutor,unique:rishitha-reddy-8/AITutor,insufficient_files_for_clustering,1,1,1.0
ritendub/aitutor-chatbot,unique:ritendub/aitutor-chatbot,insufficient_files_for_clustering,1,1,1.0
rk803/Data_Science_Tutor_Ai,874ef671038875b30d15da08d813be68a5b943812eab2a5d26a9e6592fc873c6,exact_multifile_bundle,2,1,1.0
rohithnagidi12/studyAssistant,unique:rohithnagidi12/studyAssistant,insufficient_files_for_clustering,1,1,1.0
roshandakhore2003/nuron-teaching-assistant,890c330212358550fdafccb37b72f0dc320e8e5457571f674f7674e1638c8965,exact_multifile_bundle,2,1,1.0
roxqtang/ai-teaching-assistant,2d701320210079682526cc36f23ba84ff3965d63be41d435f12512140c090b94,exact_multifile_bundle,8,2,0.5
rugvedaa/Ai-tutorApp,71cb21b543a3973efa4a0c8a94b8d987382a5fe2184472e0286274f4349bba67,exact_multifile_bundle,9,1,1.0
s1313/Quiz_Generator,c106b067f5e3409a82cc4598f5c14ff5c0b623d5c0752e67a0ead5c9477e826f,exact_multifile_bundle,2,1,1.0
sabahat-shakeel/study-assistant,b1763d19f1aa7e0c75adf7d85adee46e50f085c40a7e9d8009fe0119f5503ebd,exact_multifile_bundle,2,1,1.0
sabrineoueslati/quiz-generator,28aff9ea8d82655e72376a4eeac03db13bb50c91fda584dcada2be89acbd8f97,exact_multifile_bundle,2,1,1.0
sachi2004/ai-study-assistant,0ec1477ff74abdc82f55212541c5b3291934e9e14cc19b6d4d4d30f7283b3f46,exact_multifile_bundle,2,1,1.0
sagarvc420/Educational_LLM_Chatbot,23a7cf3c5fab8183f5fc606c1f3227703322a99eeaf9ca06c85d1f78d0a0536b,exact_multifile_bundle,2,1,1.0
saicharantej/aitutor,abcb5be4f2f9f0f233f3322e4563c18b2cc21b814d980d8a6827aeb913a0f83e,exact_multifile_bundle,2,1,1.0
saikumar27/AI_Powered_Data_Science_Tutor,933ce8061d1a764ca447f994d78ce3d28764bfbe8f19061ac4b64a211af79609,exact_multifile_bundle,2,1,1.0
saimahashmi/ai-study-assistant,8e20a8893c86d9122d7fd258ffce8fb80282259917a72f4b9f7a29b10311c7ef,exact_multifile_bundle,2,1,1.0
sairaarif89/AITutor,b914b46a4c9ceba88bfd3a73bca5eef8f13d9bb777901c8396de8651e32b2db8,exact_multifile_bundle,2,1,1.0
salsh093/SEG_StudyAssistant,be9775c94facf7bd877f7fa6a426bcef92da1cce0836b6d55ae0c2a8999fb194,exact_multifile_bundle,4,1,1.0
samadjunejo/ai_study_assistant,2a80340faae9d90800a63c9675bce920c83160d80c258211fcc6d71d08b9c525,exact_multifile_bundle,2,1,1.0
samakanishkareddy/AI_TUTOR,2e824f4b5e38de1b9b11d59356e246c0734ec9af3d72c1ebdf37059cccb6b127,exact_multifile_bundle,2,2,0.5
sameekghosh/ai-python-teaching-assistant,ecae98254f13c59c790a359fffca6f88bc3b6de3cf601d9e1114f0da4f586ee4,exact_multifile_bundle,2,1,1.0
samekbotfactorycz/aitutor,b7f5674dc26b8f8ceb30b8e1acc6c22149b224cbb12109458f7f85a0e2399fe7,exact_multifile_bundle,2,1,1.0
sanakousar/AI_TUTOR,c1197c3bb26bcec3a45faba4c39c47097f8d1b38152cfd628163b75f88f6703d,exact_multifile_bundle,2,1,1.0
sanakousar/ai-tutor,unique:sanakousar/ai-tutor,insufficient_files_for_clustering,1,1,1.0
sanakousar/ai.tutor,unique:sanakousar/ai.tutor,insufficient_files_for_clustering,1,1,1.0
sanavinarkhede/StudyAssistant,unique:sanavinarkhede/StudyAssistant,insufficient_files_for_clustering,1,1,1.0
sanchezpaez/speech_to_text_to_speech_language_tutor,4fd5799ec03f640abd409b2caf214258fec64557641bf3836f4634b17317808d,exact_multifile_bundle,2,1,1.0
sandariyogitha/AI_TUTOR,c988100a011274ab9499d06c2ddfe829e0d3eb595073cf81b134d95f2b0b853c,exact_multifile_bundle,2,3,0.3333333333333333
sangareddijaswanth/study_assistant,b0bb5ea71745f02fd84882d136879b606cbb8346551cc7919376f88fc7f2489e,exact_multifile_bundle,2,1,1.0
sanjana033/my-study-assistant,16fdf14f38663432469dfa6e52fad7baccffa37de187c90f1ebbe88b668b5663,exact_multifile_bundle,2,1,1.0
sanju56575657/my-study-assistant,unique:sanju56575657/my-study-assistant,insufficient_files_for_clustering,1,1,1.0
sanketh2334/biology_ai_tutor,a7df23c66f9102619358bafdecd2825e1bc06c8dc020e8d1f2c49321dae65b3f,exact_multifile_bundle,2,1,1.0
santhoshi-123/AITUTOR,07f44aa9019eb827f4bdeef3112eace3508deb4e71c65aba35b9c3179e7e47c9,exact_multifile_bundle,2,2,0.5
santosh7/AI_converstion_Data_Science_Tutor,205a93ea134e843e1717c4880fabe8afa9bcb5372a751b7824825b33a0cec0af,exact_multifile_bundle,2,1,1.0
saraHamza/Engli-Tutor-Chatbot,5b8f451da4fad8f80b2c10811d0896e20527fcea622bf618ca25799baa9bfafe,exact_multifile_bundle,7,1,1.0
sarankumark/StudyAssistant,unique:sarankumark/StudyAssistant,insufficient_files_for_clustering,1,1,1.0
saru21/study_assistant,056c5b187c15a9a73ce2318e7d2e8e8dce321293ca4722c3273f944857bb4ddb,exact_multifile_bundle,2,1,1.0
satvik452007/Study_assistant,6a244f03787171154027311406013fd297bb9798bd96a0dea383d53f7019a65a,exact_multifile_bundle,2,1,1.0
sewusida/statistics_study_assistant,61ebf5a4920324b6932fa59f888c069daf2002ef7347d6d86bf0f9c1a0d996a2,exact_multifile_bundle,2,1,1.0
shaheerawan3/AI-Teaching-Assistant,440f4698fcb393d3170456ecd2f78924444e1f6d51e7df2547fad08557954a21,exact_multifile_bundle,4,1,1.0
shahzaib41202/AI_ML_Tutor,1dae7adad66371fde9a2c127805c28fffa38ab95011be7018998ea8e72c8f438,exact_multifile_bundle,2,1,1.0
shankar-dev24/StudyAssistant,6124ff98440d0d1e758408138a58df53f0e59ba3e23d0b976942885424175e08,exact_multifile_bundle,3,1,1.0
shawarnaditya121/ai-teaching-assistant,8339aa4b6bcd6b5760e98fdc6b5f5583987462223dd29da97a862b479e9e266f,exact_multifile_bundle,3,1,1.0
shb59na/ai-study-tutor,cc86b7832cdc28f3aa70ade0553896b27b4efe27e3154d9efc9b7bc46a635fbd,exact_multifile_bundle,6,1,1.0
sheraz00/ai-teaching-assistant,97634fd69b5ac3e003a5d90c07f660b411e4de1933a71d6f39a0e060ba3ceae6,exact_multifile_bundle,8,1,1.0
shikhahaljmili/ai-quiz-generator,44951aed27c3e6278be5da7eaa4d8a9118ab1f1497fa02e3b75aa7ce60469838,exact_multifile_bundle,2,1,1.0
shirosh/ai-tutor,b564bfcfcc08f7e1faff63d4ee0064da9c5da8d753fea4fef2a9312a6c40942c,exact_multifile_bundle,2,1,1.0
shivasai02/StudyAssistant,f59d96a9152ba6eeb805acb9f3770aed418cb0cbec9e3a25752e8059e1670399,exact_multifile_bundle,2,1,1.0
shroukelnagdy/quiz-generator,c1aed922cb1135ab87c4bedfa6e314b37aaa21a1e2624404cba1dcc1b5286433,exact_multifile_bundle,3,1,1.0
shukdevdatta123/Language-Learning-Companion,1f42e971e44b30695ef617af56f2dff40fab361d93f17d565e992162a6c42084,exact_multifile_bundle,2,1,1.0
shukdevdatta123/Smart-AI-Tutor-APP,77b82d1f2008894f97de6909c3978294fa5d80053dc910dc7717f0a74db03e63,exact_multifile_bundle,2,1,1.0
shuklavartika/AI_Study_Assistant,f572d1da7e795f63969aa8ac9f5e8d558bd8f84ce4b8f9b16ed0c476bce2d99a,exact_multifile_bundle,8,1,1.0
siphiwesibisi/quiz-and-study-guide-generator,09ff4dd10652b7b8ef80b006034adac2b340b2c16d677b1df396a91b73dc0119,exact_multifile_bundle,2,1,1.0
siphiwesibisi/quiz-generator,d85d6134d07d99c16d1968e0865514a33947dc12da98985982ae7adca157c987,exact_multifile_bundle,2,1,1.0
siriItis/pdf-study-assistant,eb36525cd31075dd010feafd16c1858138e19552818317cf18199400c97933ea,exact_multifile_bundle,7,1,1.0
sk-12/EDUBUDDY-AI-TUTOR,aadaa67646773791b8205eed275a008aca42a46233cfde89a2fc0699cbf9f027,exact_multifile_bundle,2,1,1.0
smartteacher2026/aitutor,unique:smartteacher2026/aitutor,insufficient_files_for_clustering,1,1,1.0
sravani30/AI_QUIZ_GENERATOR,73dae8a2e89a805a52e97cf124ff2c7eebf26d7000bd570d9040905d2dc7ad64,exact_multifile_bundle,3,1,1.0
sreejamanthena/StudyAssistant,5a04d5f17cd36eaabd6a5fe70c4dc27ea82e9fa1ca798b5268147d7e9f7d7b9c,exact_multifile_bundle,3,1,1.0
sreenivasulaReddy/StudyAssistant,9b61362f3ae752378df7dec0e29aadfa414a416f36b7643dc1433f288cf7aba7,exact_multifile_bundle,2,1,1.0
srinivas25046/ai-study-assistant,17118afb992ad75a97731b503b22c9a24867a0d9047854a3ac418a29919ea9ea,exact_multifile_bundle,2,1,1.0
starkbyte45896/Quiz_Generator,0542193fb9e5d5e000d7baf050c6434b1eca5356e89b6723a96dad8b3367d62e,exact_multifile_bundle,2,1,1.0
subhalakshmia06/studyassistant,unique:subhalakshmia06/studyassistant,insufficient_files_for_clustering,1,1,1.0
sudeepthitellapally/AITutor,07f44aa9019eb827f4bdeef3112eace3508deb4e71c65aba35b9c3179e7e47c9,exact_multifile_bundle,2,2,0.5
sudipta26889/Quiz-Generator,fea889d1e4d359bb6d36c6eef79f7c572b25caf32f94d739b3b307e0e20e06ce,exact_multifile_bundle,5,1,1.0
sujalsharma008/studyassistant,unique:sujalsharma008/studyassistant,insufficient_files_for_clustering,1,1,1.0
sultan-hassan/adaptive_language_tutor,fb41d42878291abc3ea02926c5a77b042e7a9901e27a2d9d16e3cd83b95fdeff,exact_multifile_bundle,2,1,1.0
swaroopkola/study-assistant,unique:swaroopkola/study-assistant,insufficient_files_for_clustering,1,1,1.0
tanmayhadke/socratic-ml-tutor,ec08a6c0601a45f4642c8eea1a87432daead73a747f476cd49eb68b7b1d23394,exact_multifile_bundle,2,1,1.0
tariqm603/study-assistant,2126166ad05351802cdd24e6095bc83314faea2d4f8a187cbca61c7816f9cc4f,exact_multifile_bundle,2,1,1.0
tarunkanugu/study_Assistant,93387fcccd3028f7ee95439724554d07dd11eb61a1d3998fa245fba2a7155c0f,exact_multifile_bundle,3,1,1.0
tayy786/Ai_Tutor_App,44dcd51bfa92d1216a809742cc898eb196831244e156d28549fa13d157eba91c,exact_multifile_bundle,2,1,1.0
tburr/Clinical-Education-Chatbot,1b3d2cb68f66b72e2d4fe191104fa6e41df44660634e8c76757dd966b5fd4556,exact_multifile_bundle,2,1,1.0
tejuu23/ai-tutor,unique:tejuu23/ai-tutor,insufficient_files_for_clustering,1,1,1.0
tfitzge134/gemini-learning-companion,13af9c546fdc0d3ddea3e7503e9c44bf49a40def69d0b37d59d1ef450d1588d2,exact_multifile_bundle,2,1,1.0
thabassum9/ai_tutor,f38db7888b8739b5f77b5624ae3245ce3e7e7073fd1b8f846e1f2b53651c0044,exact_multifile_bundle,2,1,1.0
theSriram/StudyAssistant,10ae1eba74e6e148ff085deadfd55e31cd15347d36f86de6922aaa584c0397b7,exact_multifile_bundle,3,1,1.0
thilak1/RAG-BASED-AI-TEACHING-ASSISTANT,d2dae8b1f919797e0411fa3ffbbb792f7ec5d5c93b275edc6db8deb16d577cc3,exact_multifile_bundle,2,1,1.0
tobydane/lessoncraft-pro-adaptive-lesson-plan-generator,unique:tobydane/lessoncraft-pro-adaptive-lesson-plan-generator,insufficient_files_for_clustering,1,1,1.0
tomasanbw/hangul-heroine-korean-learning-companion,46e402c76c13a35ae652d4d900b6c2c255244022ac70c4832e49c042a59665cd,exact_multifile_bundle,4,1,1.0
tools4ds/ai_tutor,74d185a2b1291587fd801d3ab391e7ae9fba561eaefac6d47351494a80194381,exact_multifile_bundle,2,1,1.0
towardsai-tutors/ai-tutor-chatbot,ed849ea3c027d224b032bbc0952ba98b92cfd7fb56ab0c5d7b66d156fdbd509d,exact_multifile_bundle,6,1,1.0
tyapab/ai-study-assistant,unique:tyapab/ai-study-assistant,insufficient_files_for_clustering,1,1,1.0
uc-msai631-2025-spring/group2_study_assistant,78f7d9624071228f2d57eb2e9c80f8fcc538d065630d82707d411117c71e7fde,exact_multifile_bundle,2,5,0.2
umerforsure/AI-Study-Assistant,7c0a4d2e08a499870feaa9b761787a1b843bfef8b6cc2c75fee0b14dc00912af,exact_multifile_bundle,2,1,1.0
varshiniemmadi/ai_tutor,unique:varshiniemmadi/ai_tutor,insufficient_files_for_clustering,1,1,1.0
varun7lucky/StudyAssistant,unique:varun7lucky/StudyAssistant,insufficient_files_for_clustering,1,1,1.0
vidbha214/ai-course-generator,30d67beec6d7caf950c56c98ad48558788063c4f3fcfcc631111f2a99228cc7d,exact_multifile_bundle,7,1,1.0
vijayarayapati/student-study-assistant,f6f4017e27a6b42669ebc2273ad388978f47d4363f4704810806a708bf78e466,exact_multifile_bundle,9,1,1.0
vinitwaghmare/ai-study-assistant,10580e2fe832bf53c9aea0c4c50a41657b486b14a7422111bcc92a1d186c3514,exact_multifile_bundle,2,1,1.0
vinitwaghmare/bilingual-ai-study-assistant,8f19273cf0685bdec676a10ae4bd4bb23c3c50b3e100f9ada6e16fa1353d2bca,exact_multifile_bundle,2,1,1.0
vipin1143/eva-teaching-assistant,84d0cf114f3c6b0fe81ed9f6100de660fdb7f157dd6461ce81a1aba70ced11df,exact_multifile_bundle,9,1,1.0
viraja1/AI-Quiz-Generator,74f57ba2d218aa8fe4468270696cf21173df762621856dbbd70e59d303867dc6,exact_multifile_bundle,2,2,0.5
vishalraaj1/AI-STUDY_ASSISTANT,858cec35c13dddbfb2831a4f37425320ab070cd8d50bf58707a26ba8991dd957,exact_multifile_bundle,2,1,1.0
vivicake666/math-tutor-chatbot,2ce5a0ff6336aaa1813b02a0d0b3b54b6d3cba5451682e6d6ad3c19ac801c94e,exact_multifile_bundle,2,1,1.0
vmanash/eonic-learning-companion,444c09354a17666d0cfc101e06cd998ff0c43cc292c9c891f78d5f35c0dc9b15,exact_multifile_bundle,9,1,1.0
vornit/educational-data-ai-dashboard,7409c6070a2b70237c344057dbbb3468f08b6a874b1dd8c1683211cb4123707b,exact_multifile_bundle,4,1,1.0
wajahatkhan/AI_tutor,bfd0efdfe18e512e5c90f54f3a572c59dc0bfe7cf73b60f664d2f3d59d45a21d,exact_multifile_bundle,2,1,1.0
wangzy217/Teaching_Assistant,23fe58352b3e1d311f8cc50a17ea1b2fd86ceb15f12a75181adf434454efc4d4,exact_multifile_bundle,2,4,0.25
wimida/socratic-tutor-bot,unique:wimida/socratic-tutor-bot,insufficient_files_for_clustering,1,1,1.0
windsoldier/ai-teaching-assistant,78c24884be60fbfa2ed31d2200295160068204ecaa5d2730b7b7d8aa8e5f140c,exact_multifile_bundle,2,1,1.0
wupeiwen2001/reachy-mini-language-tutor,45131d5e8cd8beeeab8698a9272b1a1780d3fbf5bac1d8b9945060cb32e8a707,exact_multifile_bundle,8,1,1.0
yadavnirmal002/CBSE10-AI-Tutor,91a7bc4cab477c7206fef9c3dbb7fac5e8a0e49ffb3e8d343f0b35f0e07511f3,exact_multifile_bundle,2,1,1.0
yahiaxc/smartstudy-buddy-your-ai-powered-study-assistant,4bbffdc96a473adcd4e4893d70e0016e5dadb77fbf26b1d72e6e50a7f24e800d,exact_multifile_bundle,2,1,1.0
yasvanthkumar/quiz-video-generator,334773faf3637245adb3a6fdee739d90dfadec34f05a85d2320801a9d196a9d7,exact_multifile_bundle,3,1,1.0
yiyiyi999/ai-tutor-classroom,de3235c1910d19a2cbdc9b251e614aefee1881adef099f4f393b0189bd81c067,exact_multifile_bundle,4,1,1.0
ymubarak/educational-tutor-chatbot,unique:ymubarak/educational-tutor-chatbot,insufficient_files_for_clustering,1,1,1.0
younesALEM/eduzy-ai-learning-companion-for-algeria,82178f542c87ae9742dd83b2ce4cd6caf54c5dffa491ca0e1c9105248d468c52,exact_multifile_bundle,7,1,1.0
yuringgg/thinkfirst-mindful-learning-companion,unique:yuringgg/thinkfirst-mindful-learning-companion,insufficient_files_for_clustering,1,1,1.0
yuvabe-ai/AI-Tutor,5124e0d90d7effb17a4ff50efe67932fb9ca3ef7dd5378e78aa117f3326616ed,exact_multifile_bundle,3,1,1.0
zaini1234/pdf-quiz-generator,1b256ae03b7f7a9a683748e1c48ca58a8d9692176be1643091d8aca7ef41d832,exact_multifile_bundle,3,1,1.0
zara65724/AI-Vocabulary-Tutor,e5ad20cfb5374cfe1ed5d29818744a0fb676c2f99f7ef1bfb90294cf3821eeca,exact_multifile_bundle,2,1,1.0
zayn1116/studybuddyai-the-ultimate-learning-companion,unique:zayn1116/studybuddyai-the-ultimate-learning-companion,insufficient_files_for_clustering,1,1,1.0
zizo66/AI-Language-Tutor,460d89cb80a36bf84892321ee0613f3203e6e86c12c9e305c69ea0273786180c,exact_multifile_bundle,2,1,1.0
