space_id,revision_role,revision,revision_date,provider,layer,evidence_type,evidence_value,source_file,confidence
VarunGoud314/Study_assistant,earliest_analyzable,c3d8b0cff5fb0f8985da0e5b1de4cdf0cdef0572,2026-03-16T05:34:37.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
VarunGoud314/Study_assistant,earliest_analyzable,c3d8b0cff5fb0f8985da0e5b1de4cdf0cdef0572,2026-03-16T05:34:37.000Z,Google,inference_service,package,google-genai,requirements.txt,high
vinitwaghmare/bilingual-ai-study-assistant,earliest_analyzable,273d8e2ed6ea98b44a672416135f18c194601609,2025-11-02T17:59:20.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
vishalraaj1/AI-STUDY_ASSISTANT,earliest_analyzable,dd12c50ca5aaf48a5495591336c57f51fa6c1ba6,2026-03-12T08:04:05.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
vishalraaj1/AI-STUDY_ASSISTANT,earliest_analyzable,dd12c50ca5aaf48a5495591336c57f51fa6c1ba6,2026-03-12T08:04:05.000Z,Google,inference_service,package,google-genai,requirements.txt,high
VishnuSai05/Study_Assistant,earliest_analyzable,523021b4540a298b66e1ba3b9943336ca30b2602,2026-07-16T17:57:29.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
VishnuSai05/Study_Assistant,earliest_analyzable,523021b4540a298b66e1ba3b9943336ca30b2602,2026-07-16T17:57:29.000Z,Google,inference_service,package,google-genai,requirements.txt,high
vivicake666/math-tutor-chatbot,earliest_analyzable,7e3ebf5256175552b0194085d8640a9bae3584d0,2026-03-09T19:50:47.000Z,OpenAI,inference_service,code_signature,openai_official,app.py,high
VSrilekha/AI-Tutor,earliest_analyzable,7cf9147f0d6fd1895ddde308da17ed6f46710c16,2026-07-03T05:45:35.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
wangzy217/Teaching_Assistant,earliest_analyzable,bc7638ed3947e093fc6ca17bbc172f98d39dbe97,2024-05-07T07:52:09.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
wimida/socratic-tutor-bot,earliest_analyzable,fd973acf949aaea5d5cc54118ac381a883b9fc96,2025-04-04T09:33:39.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
wupeiwen2001/reachy-mini-language-tutor,earliest_analyzable,14c82bea583bdd9ae01c6059e03193ad57103a44,2026-02-16T02:22:45.000Z,OpenAI,inference_service,code_signature,openai_official,language_tutor/app.py,high
wupeiwen2001/reachy-mini-language-tutor,earliest_analyzable,14c82bea583bdd9ae01c6059e03193ad57103a44,2026-02-16T02:22:45.000Z,OpenAI,inference_service,code_signature,openai_official,language_tutor/config.py,high
yadavnirmal002/CBSE10-AI-Tutor,earliest_analyzable,042b810f6bf5a045a9fdfb33b61896331b3aecbb,2025-02-13T17:51:27.000Z,OpenAI,inference_service,code_signature,openai_official,app.py,high
Yasir-Bhatti/Education_tutor_chatbot,earliest_analyzable,82384bf124d5baf1145226b35c58dc90d7ea52e2,2025-12-24T15:12:06.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
YasirAnsari/AI_tutor,earliest_analyzable,3761ecd7b66514a9adb0096bf39c543e1de5fb93,2026-02-27T10:49:12.000Z,Groq,inference_service,package,groq,requirements.txt,high
Yenuli-Bimanya-404/ai-study-assistant-multilang,earliest_analyzable,9efc68d2e6119da0442c07c509ab3f41c10d7555,2025-06-29T17:19:34.000Z,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high
YKDep/StudyAssistant,earliest_analyzable,d18ba14312f29eb9c0c0ad60c32a79582b7f13f2,2025-12-04T10:51:08.000Z,Google,inference_service,code_signature,gemini_sdk,app.py,high
YKDep/StudyAssistant,earliest_analyzable,d18ba14312f29eb9c0c0ad60c32a79582b7f13f2,2025-12-04T10:51:08.000Z,Google,inference_service,package,google-genai,requirements.txt,high
Younis123/Education_Assistant_chatbot,earliest_analyzable,0734d37a2324d5714d43eabf22bcc1f22c49f2f7,2025-02-20T09:55:46.000Z,Groq,inference_service,code_signature,groq_sdk,app.py,high
yuvabe-ai/AI-Tutor,earliest_analyzable,ee35bb251c04ac2c90338c5b35291f17eb07b661,2024-11-09T04:02:11.000Z,OpenAI,inference_service,code_signature,openai_official,utility.py,high
zaini1234/pdf-quiz-generator,earliest_analyzable,cf471e3f6bcd993c0a4ed49becc6c215158710ef,2025-06-28T09:44:25.000Z,Hugging Face,inference_service,code_signature,hf_inference,quiz_generator.py,high
zara65724/AI-Vocabulary-Tutor,earliest_analyzable,5bac8039a22ecb9037b8acf79ce6e81f2b58efc0,2026-05-21T04:26:30.000Z,Anthropic,inference_service,package,anthropic,requirements.txt,high
zizo66/AI-Language-Tutor,earliest_analyzable,5df5de806e5ec43ef26f70c04d1fbd6a1d1dbf40,2025-02-27T00:42:32.000Z,Hugging Face,inference_service,code_signature,hf_inference,app.py,high
