space_id,provider,layer,evidence_type,evidence_value,source_file,confidence,model_family,upstream_license,provider_basis
AbhiReddy1/AI_datascince_Tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
AbhiReddy1/AI_datascince_Tutor,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
AbhiReddy1/AI_datascince_Tutor,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
AbhiReddy1/AI_datascince_Tutor,User-managed runtime,local_runtime,code_signature,transformers_runtime,DS_AI_TUTOR.py,high,,not_applicable,code_signature
AbhiReddy1/AI_datascince_Tutor,Mistral AI,model_dependency,code_model_id,mistralai/Mistral-7B-Instruct,selected_source_files,medium,Mistral/Mixtral,missing,model_namespace
ABRB0917/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
ABRB0917/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
abubakaraabi786/programming-tutor-chatbot,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
abubakaraabi786/programming-tutor-chatbot,Alibaba,model_dependency,hf_linked_model,Qwen/Qwen3-32B,hub_metadata,high,Qwen,apache-2.0,model_namespace
abubakaraabi786/programming-tutor-chatbot,Meta,model_dependency,hf_linked_model,meta-llama/Llama-4-Maverick-17B-128E-Instruct,hub_metadata,high,Llama,other,base_model_namespace
abubakaraabi786/programming-tutor-chatbot,Meta,model_dependency,hf_linked_model,meta-llama/Llama-4-Scout-17B-16E-Instruct,hub_metadata,high,Llama,other,base_model_namespace
abubakaraabi786/programming-tutor-chatbot,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-120b,hub_metadata,high,gpt,apache-2.0,model_namespace
abubakaraabi786/programming-tutor-chatbot,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-20b,hub_metadata,high,gpt,apache-2.0,model_namespace
Achyutar/Engross-Educational-AI,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
Achyutar/Engross-Educational-AI,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
Achyutar/Engross-Educational-AI,Mistral AI,model_dependency,hf_linked_model,HuggingFaceH4/zephyr-7b-beta,hub_metadata,high,Mistral/Mixtral,mit,base_model_namespace
Aditya1546/ai-study-assistant,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
Aditya1546/ai-study-assistant,Groq,inference_service,code_signature,groq_sdk,rag_engine.py,high,,not_applicable,code_signature
AdityaKokate/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
AdityaKokate/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
adriiita/TeachingAssistant,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
adriiita/TeachingAssistant,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
adriiita/TeachingAssistant,Groq,inference_service,code_signature,groq_sdk,core/note_generator.py,high,,not_applicable,code_signature
adriiita/TeachingAssistant,Groq,inference_service,code_signature,groq_sdk,core/quiz_generator.py,high,,not_applicable,code_signature
Agents-MCP-Hackathon/AI-Tutor-and-Syllabus-Planner,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Agents-MCP-Hackathon/AI_tutor,OpenAI,inference_service,code_signature,openai_official,app/chatbot.py,high,,not_applicable,code_signature
Agents-MCP-Hackathon/AI_tutor,OpenAI,inference_service,code_signature,openai_official,app/gradio_interface.py,high,,not_applicable,code_signature
Agents-MCP-Hackathon/AI_tutor,OpenAI,inference_service,code_signature,openai_official,app/lecture_generator.py,high,,not_applicable,code_signature
Agents-MCP-Hackathon/AI_tutor,OpenAI,inference_service,code_signature,openai_official,app/rag_system.py,high,,not_applicable,code_signature
Akash035/my_study_assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Akash035/my_study_assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
akhileshjethi/Study-assistant-ai,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
akhileshjethi/Study-assistant-ai,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
akhileshjethi/Study-assistant-ai,namespace:distilbert,model_dependency,hf_linked_model,distilbert/distilbert-base-cased-distilled-squad,hub_metadata,high,distilbert,apache-2.0,unmapped_public_namespace
akshay0149/TeachingAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
akshay0149/TeachingAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Aleesha29/socratic_tutor,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
Aleesha29/socratic_tutor,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
alusinebarrie/ai-teaching-assistant,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
alusinebarrie/ai-teaching-assistant,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
alusinebarrie/ai-teaching-assistant,Mistral AI,model_dependency,hf_linked_model,HuggingFaceH4/zephyr-7b-beta,hub_metadata,high,Mistral/Mixtral,mit,base_model_namespace
alusinebarrie/your-ai-teaching-assistant,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
alusinebarrie/your-ai-teaching-assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
amalrajmp/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
amalrajmp/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
aman7935/Quiz_generator,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
aman7935/Quiz_generator,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-20b,hub_metadata,high,gpt,apache-2.0,model_namespace
AneelaFatima/AI_Friendly_Study_Tutor,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
AneelaFatima/AI_Friendly_Study_Tutor,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Anil3920/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Anil3920/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Anilkumar12/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Anilkumar12/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
anir-1995/AI_Quiz_Generator,Groq,inference_service,code_signature,groq_sdk,quiz_generator_app.py,high,,not_applicable,code_signature
anir-1995/AI_Quiz_Generator,Groq,inference_service,code_signature,groq_sdk,resume_screener_app.py,high,,not_applicable,code_signature
anir-1995/AI_Quiz_Generator,Groq,inference_service,code_signature,groq_sdk,src/streamlit_app.py,high,,not_applicable,code_signature
AnishaG0201/maths_quiz_generator,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
AnishaG0201/maths_quiz_generator,OpenAI,inference_service,code_signature,openai_official,function.py,high,,not_applicable,code_signature
ankittumu/Ace-Study-Assistant,User-managed runtime,local_runtime,package,ollama,requirements.txt,high,,not_applicable,package
ankittumu/Ace-Study-Assistant,User-managed runtime,local_runtime,code_signature,ollama_runtime,app.py,high,,not_applicable,code_signature
Anmol2006/AI_Study_Assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Anmol2006/AI_Study_Assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
antedotee/teachingAssistant,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
antedotee/teachingAssistant,OpenAI,inference_service,code_signature,openai_official,open_ai_assistants.py,high,,not_applicable,code_signature
antedotee/teachingAssistant,OpenAI,inference_service,code_signature,openai_official,utils.py,high,,not_applicable,code_signature
Anupam251272/Education-Chatbot-Anupam,OpenAI,inference_service,code_signature,openai_official,openai-app.py,high,,not_applicable,code_signature
Anupam251272/Education-Chatbot-Anupam,Together AI,inference_service,package,together,requirements.txt,high,,not_applicable,package
Anupam251272/Education-Chatbot-Anupam,Together AI,inference_service,code_signature,together_sdk,app.py,high,,not_applicable,code_signature
Anupam251272/Education-Chatbot-Anupam,Together AI,inference_service,code_signature,together_sdk,guardrail.py,high,,not_applicable,code_signature
Anupam251272/Education-Chatbot-Anupam,Meta,model_dependency,code_model_id,meta-llama/Llama-3-70b-chat-hf,selected_source_files,medium,Llama,missing,model_namespace
Anupam251272/Education-Chatbot-Anupam,Meta,model_dependency,code_model_id,Meta-Llama/LlamaGuard-2-8b,selected_source_files,medium,Llama,missing,model_namespace
Apoorvahu/my-study-assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Apoorvahu/my-study-assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
appcreator199/studyassistant,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
appcreator199/studyassistant,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
appcreator199/studyassistant,Mistral AI,model_dependency,hf_linked_model,HuggingFaceH4/zephyr-7b-beta,hub_metadata,high,Mistral/Mixtral,mit,base_model_namespace
Archimagos/ai_tutor,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Archimagos/ai_tutor,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Archimagos/ai_tutor,Meta,model_dependency,hf_linked_model,meta-llama/Llama-3.2-3B-Instruct,hub_metadata,high,Llama,llama3.2,model_namespace
Archimagos/ai_tutor_3.2,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Archimagos/ai_tutor_3.2,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Archimagos/ai_tutor_3.2,Meta,model_dependency,hf_linked_model,meta-llama/Llama-3.2-3B-Instruct,hub_metadata,high,Llama,llama3.2,model_namespace
arjunjuneja/socratic-tutor,Hugging Face,inference_service,code_signature,hf_inference,inference.py,high,,not_applicable,code_signature
arjunjuneja/socratic-tutor,Hugging Face,inference_service,code_signature,hf_inference,my_env_v4.py,high,,not_applicable,code_signature
arjunjuneja/socratic-tutor,Hugging Face,inference_service,code_signature,hf_inference,server/student_simulator.py,high,,not_applicable,code_signature
arjunjuneja/socratic-tutor,Alibaba,model_dependency,hf_linked_model,Qwen/Qwen2.5-72B-Instruct,hub_metadata,high,Qwen,other,base_model_namespace
arjunnnnn0720/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
arjunnnnn0720/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Arko3910/Study_Assistant,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
Arko3910/Study_Assistant,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Armour-12/Quiz-generator-t5base,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Armour-12/Quiz-generator-t5base,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Armour-12/Quiz-generator-t5base,Google,model_dependency,hf_linked_model,google/flan-t5-base,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
Armour-12/Quiz_Generator,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
ARNABMAJI1234/interactive-study-assistant-demo,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
ARNABMAJI1234/interactive-study-assistant-demo,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
arsalan16/Quiz-Generator-App,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
arsalan16/Quiz-Generator-App,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
arsalan16/Quiz-Generator-App,namespace:facebook,model_dependency,hf_linked_model,facebook/bart-large-cnn,hub_metadata,high,bart,mit,unmapped_public_namespace
arsalan16/Quiz-Generator-App,namespace:valhalla,model_dependency,hf_linked_model,valhalla/t5-small-qg-prepend,hub_metadata,high,T5/FLAN-T5,missing,unmapped_public_namespace
Artykun/Ai-Quiz-Generator,Groq,inference_service,package,groq,backend/requirements.txt,high,,not_applicable,package
Artykun/Ai-Quiz-Generator,Groq,inference_service,code_signature,groq_sdk,backend/main.py,high,,not_applicable,code_signature
arumugam-rockstar/Myfirst-AITutor,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
arumugam-rockstar/Myfirst-AITutor,Alibaba,model_dependency,hf_linked_model,Qwen/Qwen2.5-7B-Instruct,hub_metadata,high,Qwen,apache-2.0,base_model_namespace
asad9641/AI-Study-Assistant-Ragbase,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
asad9641/AI-Study-Assistant-Ragbase,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
asad9641/AI-Study-Assistant-Ragbase,namespace:sentence-transformers,model_dependency,hf_linked_model,sentence-transformers/all-MiniLM-L6-v2,hub_metadata,high,MiniLM,apache-2.0,unmapped_public_namespace
Ashwand5/AI_Educational_Assistant,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
Ashwand5/AI_Educational_Assistant,Groq,inference_service,code_signature,groq_sdk,src/streamlit_app.py,high,,not_applicable,code_signature
Ashwand5/AI_Educational_Assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Ashwand5/AI_Educational_Assistant,Alibaba,model_dependency,hf_linked_model,Qwen/Qwen3-32B,hub_metadata,high,Qwen,apache-2.0,model_namespace
Ashwand5/AI_Educational_Assistant,Meta,model_dependency,hf_linked_model,meta-llama/Llama-4-Maverick-17B-128E-Instruct,hub_metadata,high,Llama,other,base_model_namespace
Ashwand5/AI_Educational_Assistant,Meta,model_dependency,hf_linked_model,meta-llama/Llama-4-Scout-17B-16E-Instruct,hub_metadata,high,Llama,other,base_model_namespace
Ashwand5/AI_Educational_Assistant,Meta,model_dependency,hf_linked_model,meta-llama/Llama-Guard-4-12B,hub_metadata,high,Llama,other,model_namespace
