space_id,provider,layer,evidence_type,evidence_value,source_file,confidence,model_family,upstream_license,provider_basis
Lesterchia1/FPOC2_AI-Tutor_Chatbot,OpenAI,model_dependency,hf_linked_model,openai/whisper-small.en,hub_metadata,high,Whisper,apache-2.0,model_namespace
Lipely/FYP-lesson-plan-generator,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Lipely/FYP-lesson-plan-generator,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
Lipely/FYP-lesson-plan-generator,namespace:sentence-transformers,model_dependency,hf_linked_model,sentence-transformers/all-MiniLM-L6-v2,hub_metadata,high,MiniLM,apache-2.0,unmapped_public_namespace
louiecerv/problem_solving_ai_tutor,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
louiecerv/problem_solving_ai_tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
LoveJesus/biblical-language-tutor-chirho,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
LoveJesus/biblical-language-tutor-chirho,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
LoveJesus/biblical-language-tutor-chirho,namespace:LoveJesus,model_dependency,hf_linked_model,LoveJesus/biblical-parser-chirho,hub_metadata,high,biblical,mit,unmapped_public_namespace
LSATAdaptiveTutor/chatbot_tutor,Google,inference_service,code_signature,gemini_sdk,pages/llm_tutor.py,high,,not_applicable,code_signature
LSATAdaptiveTutor/chatbot_tutor,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
lynnnnrz/ai-teaching-assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
lynnnnrz/ai-teaching-assistant,Google,inference_service,code_signature,gemini_sdk,gemini_chatbot.py,high,,not_applicable,code_signature
lynnnnrz/ai_teaching_assistant,Google,inference_service,code_signature,gemini_sdk,gemini_chatbot.py,high,,not_applicable,code_signature
Madni2025/MDCAT-AI-TUTOR,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
Madni2025/MDCAT-AI-TUTOR,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Madni2025/MDCAT_AI_TUTOR,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Madni2025/MDCAT_AI_TUTOR,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Madni2025/MDCAT_AI_TUTOR,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
Madni2025/MDCAT_AI_TUTOR,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Madni2025/MDCAT_AI_TUTOR,Alibaba,model_dependency,hf_linked_model,Qwen/Qwen3.6-27B,hub_metadata,high,Qwen,apache-2.0,model_namespace
Madni2025/MDCAT_AI_TUTOR,Alibaba,model_dependency,code_model_id,qwen/qwen3.6-27b,selected_source_files,medium,Qwen,apache-2.0,model_namespace
maheshj90/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
maheshj90/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
ManarMagdy6/Professional-Quiz-Generator,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
ManarMagdy6/Professional-Quiz-Generator,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
ManarMagdy6/Professional-Quiz-Generator,Meta,model_dependency,hf_linked_model,meta-llama/Meta-Llama-3-70B-Instruct,hub_metadata,high,Llama,llama3,base_model_namespace
Mani-krishna/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Mani-krishna/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Manikanta2793/my-study-assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
manojkonathala/educational-rag-chatbot,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
manojkonathala/educational-rag-chatbot,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-20b,hub_metadata,high,gpt,apache-2.0,model_namespace
Maram-almasary/AI_Study_Assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Maram-almasary/AI_Study_Assistant,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Maram-almasary/AI_Study_Assistant,namespace:csebuetnlp,model_dependency,hf_linked_model,csebuetnlp/mT5_multilingual_XLSum,hub_metadata,high,mT5,missing,unmapped_public_namespace
Maram-almasary/AI_Study_Assistant,namespace:valhalla,model_dependency,hf_linked_model,valhalla/t5-small-e2e-qg,hub_metadata,high,T5/FLAN-T5,mit,unmapped_public_namespace
maria355/Ai_teaching_assistant,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
maria355/Ai_teaching_assistant,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
maria355/Quiz-Generator,namespace:3morg,model_dependency,hf_linked_model,3morg/assets,hub_metadata,high,assets,missing,unmapped_public_namespace
marty331/AI_Tutor,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
marty331/AI_Tutor,namespace:jaiganesan,model_dependency,code_model_id,jaiganesan/ai_tutor_knowledge_vector_Store,selected_source_files,medium,ai,missing,unmapped_public_namespace
mashetti-17varshitha/AI_tutor,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Masterlew/math-tutor-chatbot,Hugging Face,hub_sdk,package,huggingface-hub,setup.py,high,,not_applicable,package
Masterlew/math-tutor-chatbot,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Masterlew/math-tutor-chatbot,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Masterlew/math-tutor-chatbot,Google,model_dependency,hf_linked_model,google/flan-t5-base,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
Masterlew/math-tutor-chatbot,namespace:sentence-transformers,model_dependency,hf_linked_model,sentence-transformers/all-MiniLM-L6-v2,hub_metadata,high,MiniLM,apache-2.0,unmapped_public_namespace
Masterlew/math-tutor-chatbot,namespace:TinyLlama,model_dependency,hf_linked_model,TinyLlama/TinyLlama-1.1B-Chat-v1.0,hub_metadata,high,TinyLlama,apache-2.0,unmapped_public_namespace
mattdotvaughn/reachy_mini_language_tutor,Hugging Face,hub_sdk,package,huggingface-hub,pyproject.toml,high,,not_applicable,package
mattdotvaughn/reachy_mini_language_tutor,OpenAI,inference_service,code_signature,openai_official,index.html,high,,not_applicable,code_signature
mattdotvaughn/reachy_mini_language_tutor,OpenAI,inference_service,code_signature,openai_official,reachy_mini_language_tutor/config.py,high,,not_applicable,code_signature
mattdotvaughn/reachy_mini_language_tutor,OpenAI,inference_service,code_signature,openai_official,reachy_mini_language_tutor/console.py,high,,not_applicable,code_signature
mattdotvaughn/reachy_mini_language_tutor,OpenAI,inference_service,configuration_signature,openai_official,.env.example,medium,,not_applicable,configuration_signature
mattdotvaughn/reachy_mini_language_tutor,namespace:AdamCodd,model_dependency,hf_linked_model,AdamCodd/YOLOv11n-face-detection,hub_metadata,high,YOLO11,apache-2.0,unmapped_public_namespace
mattdotvaughn/reachy_mini_language_tutor,namespace:HuggingFaceTB,model_dependency,hf_linked_model,HuggingFaceTB/SmolVLM2-2.2B-Instruct,hub_metadata,high,SmolVLM,apache-2.0,unmapped_public_namespace
mayankjen/AI-Powered_Teaching-Assistant,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
MeetThakkar/quiz-generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
MeetThakkar/quiz-generator,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
MeetThakkar/quiz-generator,Google,model_dependency,hf_linked_model,google/flan-t5-base,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
Megana10/ai_study_assistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Megana10/ai_study_assistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Mehak0711/AI_TUTOR,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Mehak0711/AI_TUTOR,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
Mehak0711/AI_TUTOR,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-20b,hub_metadata,high,gpt,apache-2.0,model_namespace
mehakkhan/Kaggle_Study_Assistant,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
mehakkhan/Kaggle_Study_Assistant,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
mehakkhan/Kaggle_Study_Assistant,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
mehakkhan/Kaggle_Study_Assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Mehrann123/AI-tutor,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Mehrann123/AI-tutor,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Mehrann123/AI-tutor,namespace:distilbert,model_dependency,hf_linked_model,distilbert/distilbert-base-uncased-distilled-squad,hub_metadata,high,distilbert,apache-2.0,unmapped_public_namespace
Mehrann123/MMB-Quiz-Generator,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
Mehrann123/MMB-Quiz-Generator,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Mehrann123/MMB-Quiz-Generator,BAAI,model_dependency,hf_linked_model,BAAI/bge-small-en-v1.5,hub_metadata,high,bge,mit,model_namespace
mehtisham/AI-Powered-Educational-Video_Generator,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
mehtisham/AI-Powered-Educational-Video_Generator,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
mehtisham/AI-Powered-Educational-Video_Generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
mehtisham/AI-Powered-Educational-Video_Generator,namespace:runwayml,model_dependency,hf_linked_model,runwayml/stable-diffusion-v1-5,hub_metadata,high,Stable Diffusion,creativeml-openrail-m,unmapped_public_namespace
mehwishafsa/education_chatbot,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
mehwishafsa/education_chatbot,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
mehwishafsa/education_chatbot,Google,model_dependency,hf_linked_model,google/flan-t5-small,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
mercLH44/new-ai-tutor,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
mercLH44/new-ai-tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
midlajvalappil/AI-Powered-YouTube-Transcript-Tutor,OpenAI,inference_service,code_signature,openai_official,src/streamlit_app.py,high,,not_applicable,code_signature
mithilesh22/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
mithilesh22/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
mkT83303/spanish-tutor-chatbot,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
mkT83303/spanish-tutor-chatbot,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
mkT83303/spanish-tutor-chatbot,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
mkT83303/spanish-tutor-chatbot,Mistral AI,model_dependency,hf_linked_model,HuggingFaceH4/zephyr-7b-beta,hub_metadata,high,Mistral/Mixtral,mit,base_model_namespace
MMustafa313/RAG_Study_Assistant,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
MMustafa313/RAG_Study_Assistant,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
mogbuehi/LO_AI_Tutor,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
mogbuehi/YT_Language_Tutor,OpenAI,inference_service,code_signature,openai_official,app-Copy1.py,high,,not_applicable,code_signature
mogbuehi/YT_Language_Tutor,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
mogbuehi/YT_Language_Tutor_2,OpenAI,inference_service,code_signature,openai_official,app-Copy1.py,high,,not_applicable,code_signature
mogbuehi/YT_Language_Tutor_2,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
MohammadYaseen/personalized-study-assistant-chatbot,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
MohammadYaseen/personalized-study-assistant-chatbot,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
mohammednouman/CB-Quiz-Generator,OpenAI,inference_service,code_signature,openai_official,app.py,high,,not_applicable,code_signature
Mohd-Dilshan/ai-quiz-generator,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
Mohd-Dilshan/ai-quiz-generator,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Mohit99Chand/EducationalAIChatbot,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
Mohit99Chand/EducationalAIChatbot,User-managed runtime,local_runtime,package,llama-cpp-python,requirements.txt,high,,not_applicable,package
Mohit99Chand/EducationalAIChatbot,namespace:sentence-transformers,model_dependency,hf_linked_model,sentence-transformers/all-MiniLM-L6-v2,hub_metadata,high,MiniLM,apache-2.0,unmapped_public_namespace
Mohitha/Conversational_AI_Data_Science_Tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
Mohitha/Conversational_AI_Data_Science_Tutor,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
montue/Teaching_Assistant,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
montue/Teaching_Assistant,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
montue/Teaching_Assistant,Mistral AI,model_dependency,hf_linked_model,HuggingFaceH4/zephyr-7b-beta,hub_metadata,high,Mistral/Mixtral,mit,base_model_namespace
Moon33/linda-quiz-generator,User-managed runtime,local_runtime,code_signature,ollama_runtime,linda_test_eval2.py,high,,not_applicable,code_signature
MOrgan27/AI-study-assistant,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
MOrgan27/AI-study-assistant,Google,model_dependency,hf_linked_model,google/flan-t5-small,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
motsimaslam/Afri-AI-Tutor,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
motsimaslam/Afri-AI-Tutor,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
motsimaslam/Afri-AI-Tutor,Mistral AI,model_dependency,hf_linked_model,mistralai/Mistral-7B-Instruct-v0.2,hub_metadata,high,Mistral/Mixtral,apache-2.0,model_namespace
motsimaslam/Afri-AI-Tutor,namespace:castorini,model_dependency,hf_linked_model,castorini/afriberta_base,hub_metadata,high,afriberta,missing,unmapped_public_namespace
mounikathatikonda/AI_TUTOR,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Mpavan45/Ai_Data-Science_Tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
Mpavan45/Ai_Data-Science_Tutor,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
mrhamxa/Gradio-based-RAG-study-assistant,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
mrhamxa/Gradio-based-RAG-study-assistant,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
mrhamxa/Gradio-based-RAG-study-assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
MrSimple01/QuizGenerator,Anthropic,inference_service,package,anthropic,requirements.txt,high,,not_applicable,package
MrSimple01/QuizGenerator,Anthropic,inference_service,code_signature,anthropic_import,app.py,high,,not_applicable,code_signature
MrSimple01/QuizGenerator,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
MrSimple01/QuizGenerator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
MrSimple01/QuizGenerator,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
MrSimple01/QuizGenerator,namespace:answerdotai,model_dependency,hf_linked_model,answerdotai/ModernBERT-base,hub_metadata,high,ModernBERT,apache-2.0,unmapped_public_namespace
muhammadHassan123/quiz-generator-ai,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
muhammadHassan123/quiz-generator-ai,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
muhammadHassan123/quiz-generator-ai,namespace:sentence-transformers,model_dependency,hf_linked_model,sentence-transformers/all-MiniLM-L6-v2,hub_metadata,high,MiniLM,apache-2.0,unmapped_public_namespace
Mujahid1122/AI-Based-Quiz-Generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Mujahid1122/AI-Based-Quiz-Generator,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Mujahid1122/AI-Based-Quiz-Generator,namespace:google-t5,model_dependency,hf_linked_model,google-t5/t5-small,hub_metadata,high,T5/FLAN-T5,apache-2.0,unmapped_public_namespace
mukeshpatel1006/Study_Assistant,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
mukeshpatel1006/Study_Assistant,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Murtaza249/Text_to_Quiz_Generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Murtaza249/Text_to_Quiz_Generator,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
Murtaza249/Text_to_Quiz_Generator,namespace:valhalla,model_dependency,hf_linked_model,valhalla/t5-small-e2e-qg,hub_metadata,high,T5/FLAN-T5,mit,unmapped_public_namespace
N-Mothish/personalized-study-assistant,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
N-Mothish/personalized-study-assistant,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
N-Mothish/personalized-study-assistant,Google,model_dependency,hf_linked_model,google/flan-t5-large,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
nandigamavamshi/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
nandini1810/AI_TUTOR,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
naveensngc/AI-Tutor,Hugging Face,inference_service,code_signature,hf_inference,app.py,high,,not_applicable,code_signature
naveensngc/AI-Tutor,OpenAI,model_dependency,hf_linked_model,openai/gpt-oss-20b,hub_metadata,high,gpt,apache-2.0,model_namespace
NavenTheRaven/Quiz_Generator,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
nersyan/quiz-generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
nersyan/quiz-generator,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
nersyan/quiz-generator,namespace:akhooli,model_dependency,code_model_id,akhooli/gpt-arabic-small,selected_source_files,medium,gpt,missing,unmapped_public_namespace
nhu445/ai-english-tutor,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
nhu445/ai-english-tutor,Groq,inference_service,code_signature,groq_sdk,core/engine.py,high,,not_applicable,code_signature
Nijanth/teaching-assistant-backend,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
Nijanth/teaching-assistant-backend,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Nijanth/teaching-assistant-backend,Meta,model_dependency,hf_linked_model,meta-llama/Meta-Llama-3-8B-Instruct,hub_metadata,high,Llama,llama3,model_namespace
Nijanth/teaching-assistant-backend,namespace:distil-whisper,model_dependency,hf_linked_model,distil-whisper/distil-small.en,hub_metadata,high,Whisper,mit,unmapped_public_namespace
NIKHITHA913/aitutor,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Nishanthan02/quiz-generator,Cohere,inference_service,package,cohere,requirements.txt,high,,not_applicable,package
Nishanthan02/quiz-generator,Cohere,inference_service,code_signature,cohere_sdk,core/config.py,high,,not_applicable,code_signature
Nishanthan02/quiz-generator,Google,inference_service,code_signature,gemini_sdk,core/ai_agents.py,high,,not_applicable,code_signature
Nishanthan02/quiz-generator,Google,inference_service,code_signature,gemini_sdk,core/config.py,high,,not_applicable,code_signature
Nishanthan02/quiz-generator,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
Nishanthan02/quiz-generator,Groq,inference_service,code_signature,groq_sdk,core/config.py,high,,not_applicable,code_signature
nishayaseen001/StudyAssistant,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
nishayaseen001/StudyAssistant,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Nitinane/StudyAssistant,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
Nitinane/StudyAssistant,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
nohitha05/AI-TUTOR,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
nohitha05/AI-TUTOR,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
nruhh/Ai_tutor,Google,inference_service,package,google-genai,requirements.txt,high,,not_applicable,package
nublelouch/study-assistant,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Nullpointer-KK/ai-tutor-chatbot_KK,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
Nullpointer-KK/ai-tutor-chatbot_KK,Hugging Face,hub_sdk,package,huggingface-hub,scripts/setup.py,high,,not_applicable,package
Nullpointer-KK/ai-tutor-chatbot_KK,Anthropic,inference_service,package,anthropic,requirements.txt,high,,not_applicable,package
Nullpointer-KK/ai-tutor-chatbot_KK,Cohere,inference_service,package,cohere,requirements.txt,high,,not_applicable,package
Nullpointer-KK/ai-tutor-chatbot_KK,Cohere,inference_service,code_signature,cohere_sdk,scripts/custom_retriever.py,high,,not_applicable,code_signature
Nullpointer-KK/ai-tutor-chatbot_KK,Cohere,inference_service,code_signature,cohere_sdk,scripts/evaluate_rag_system.py,high,,not_applicable,code_signature
Nullpointer-KK/ai-tutor-chatbot_KK,Cohere,inference_service,code_signature,cohere_sdk,scripts/setup.py,high,,not_applicable,code_signature
Nullpointer-KK/ai-tutor-chatbot_KK,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
Nullpointer-KK/ai-tutor-chatbot_KK,OpenAI,inference_service,code_signature,openai_official,scripts/evaluate_rag_system.py,high,,not_applicable,code_signature
Nullpointer-KK/ai-tutor-chatbot_KK,OpenAI,inference_service,code_signature,openai_official,scripts/main.py,high,,not_applicable,code_signature
Nullpointer-KK/ai-tutor-chatbot_KK,User-managed runtime,local_runtime,package,transformers,scripts/setup.py,high,,not_applicable,package
Nullpointer-KK/ai-tutor-chatbot_KK,namespace:towardsai-tutors,model_dependency,code_model_id,towardsai-tutors/ai-tutor-vector-db,selected_source_files,medium,ai,missing,unmapped_public_namespace
oluinioluwa814/Ai-tutor,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
oluinioluwa814/Ai-tutor,User-managed runtime,local_runtime,code_signature,transformers_runtime,model.py,high,,not_applicable,code_signature
oluinioluwa814/Ai-tutor,Mistral AI,model_dependency,hf_linked_model,mistralai/Mistral-7B-Instruct-v0.2,hub_metadata,high,Mistral/Mixtral,apache-2.0,model_namespace
omprasadmahapatra/Ai_Math_Tutor,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
omprasadmahapatra/Ai_Math_Tutor,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
One2SkipAfew/tutormina-ai,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
One2SkipAfew/tutormina-ai,Groq,inference_service,code_signature,groq_sdk,main.py,high,,not_applicable,code_signature
One2SkipAfew/tutormina-ai,Groq,inference_service,configuration_signature,groq_sdk,.env.example,medium,,not_applicable,configuration_signature
One2SkipAfew/tutormina-ai,Alibaba,model_dependency,hf_linked_model,Qwen/Qwen3.6-27B,hub_metadata,high,Qwen,apache-2.0,model_namespace
One2SkipAfew/tutormina-ai,Alibaba,model_dependency,hf_linked_model,Qwen/Qwen3.8-27B,hub_metadata,high,Qwen,apache-2.0,model_namespace
patilyash22/Python-tutor-chatbot,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
patilyash22/Python-tutor-chatbot,Google,inference_service,code_signature,gemini_sdk,app.py,high,,not_applicable,code_signature
patilyash22/Python-tutor-chatbot,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
pattato1/language-tutor,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
pattato1/language-tutor,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
pattato1/language-tutor,Groq,inference_service,code_signature,groq_sdk,languagetutor.py,high,,not_applicable,code_signature
pattato1/language-tutor,Groq,inference_service,code_signature,groq_sdk,voice_handler.py,high,,not_applicable,code_signature
pattato1/language-tutor,namespace:canopylabs,model_dependency,code_model_id,canopylabs/orpheus-v1-english,selected_source_files,medium,orpheus,missing,unmapped_public_namespace
pattato1/languagetutor,Groq,inference_service,package,groq,requirements.txt,high,,not_applicable,package
pattato1/languagetutor,Groq,inference_service,code_signature,groq_sdk,app.py,high,,not_applicable,code_signature
Pavan-Kumar23/quiz-generator,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
Pavan-Kumar23/quiz-generator,User-managed runtime,local_runtime,code_signature,transformers_runtime,document_processor.py,high,,not_applicable,code_signature
Pavan-Kumar23/quiz-generator,User-managed runtime,local_runtime,code_signature,transformers_runtime,question_generator.py,high,,not_applicable,code_signature
Pavan-Kumar23/quiz-generator,Google,model_dependency,hf_linked_model,google/flan-t5-base,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
Pavan-Kumar23/quiz-generator,Google,model_dependency,hf_linked_model,google/flan-t5-small,hub_metadata,high,T5/FLAN-T5,apache-2.0,model_namespace
Pavan-Kumar23/quiz-generator,Microsoft,model_dependency,hf_linked_model,microsoft/trocr-base-printed,hub_metadata,high,trocr,missing,model_namespace
Pavan-Kumar23/quiz-generator,Microsoft,model_dependency,hf_linked_model,microsoft/trocr-small-printed,hub_metadata,high,trocr,missing,model_namespace
phanisrigandla/AI_Tutor,Google,inference_service,package,google-generativeai,requirements.txt,high,,not_applicable,package
phanisrigandla/AI_Tutor,Google,inference_service,package,langchain-google-genai,requirements.txt,high,,not_applicable,package
philipobiorah/socratic-tutor,Hugging Face,hub_sdk,package,huggingface-hub,requirements.txt,high,,not_applicable,package
philipobiorah/socratic-tutor,User-managed runtime,local_runtime,package,transformers,requirements.txt,high,,not_applicable,package
philipobiorah/socratic-tutor,User-managed runtime,local_runtime,code_signature,transformers_runtime,app.py,high,,not_applicable,code_signature
philipobiorah/socratic-tutor,Google,model_dependency,hf_linked_model,google/gemma-4-12B-it,hub_metadata,high,Gemma,apache-2.0,base_model_namespace
philipobiorah/socratic-tutor,Google,model_dependency,hf_linked_model,google/gemma-4-E2B-it,hub_metadata,high,Gemma,apache-2.0,base_model_namespace
