github_repository,file_path,git_blob_sha,public_url,status_code,bytes,sha256,captured_at
brcew/AI-Engineering-Tutor,README.md,4d5d60f185f511ddaeca7359300ade9af13be34b,https://github.com/brcew/AI-Engineering-Tutor/blob/main/README.md,200,6108,a1d8dd2fb167a3307bcc569cd856db6d6420ff564dd46d1f7a778deaa338579f,2026-08-30T22:09:51.184112+00:00
brcew/AI-Engineering-Tutor,ai_engineering_tutor.py,ab9fa9843a92c0b2ee53b45c2fa6d699a74bc971,https://github.com/brcew/AI-Engineering-Tutor/blob/main/ai_engineering_tutor.py,200,2955,b8dd7967faedf10952b04b4a6fbcbdb971ed9c7321acbfff9288c34484a24e85,2026-08-30T22:09:52.618396+00:00
brcew/AI-Engineering-Tutor,index.html,5fe9cf3568c34cafc973bdad6d0ac63c7e66ae18,https://github.com/brcew/AI-Engineering-Tutor/blob/main/index.html,200,8164,07bc038467e05bdc50969fe42c08e1cc1bd9523e4c46a1114491be20c19fabfc,2026-08-30T22:09:52.354424+00:00
brcew/AI-Engineering-Tutor,package.json,5d6fb77fce09e185d47ceceab0f83df53bb8d547,https://github.com/brcew/AI-Engineering-Tutor/blob/main/package.json,200,668,c5086b36d4dc192ff33e005c1c7349f33161e9130835b9d5780d9764d72607f6,2026-08-30T22:09:51.725191+00:00
brcew/AI-Engineering-Tutor,requirements.txt,72fd3b0706b8deefddcd8d5f496a6d3f79ad002b,https://github.com/brcew/AI-Engineering-Tutor/blob/main/requirements.txt,200,27,0827d581e1eaf6751e51c46638d590613a127127af3be865648246bc7447c7e2,2026-08-30T22:09:52.000412+00:00
brcew/AI-Engineering-Tutor,script.js,cf17f140fa6110971807b71033d6d801802dc9e9,https://github.com/brcew/AI-Engineering-Tutor/blob/main/script.js,200,15710,de7224df3a436459d5cf8e6018d8be0b665338c6422df01bd8a6346a4a14fa41,2026-08-30T22:09:52.962942+00:00
brcew/AI-Engineering-Tutor,server.js,9ccb400fb04e27369c97c8f2db85f2726f3be3e3,https://github.com/brcew/AI-Engineering-Tutor/blob/main/server.js,200,3288,5034f3d9c4e252239fed112010728d597cb71b39e92167bf180c81c83d734fb7,2026-08-30T22:09:53.234746+00:00
brcew/AI-Engineering-Tutor,sw.js,45464258180a6a0ec5acdea41e6b327cbc4a38b2,https://github.com/brcew/AI-Engineering-Tutor/blob/main/sw.js,200,1031,d7b62bac9eafa5869490c21e11f277fd9a28cf0451780be0422f7e6c6b1b45df,2026-08-30T22:09:53.578701+00:00
cosmoEagle/Teaching_assistant,README.md,68b1aafd6a1b48ebfd51673aa4ed26431677b80a,https://github.com/cosmoEagle/Teaching_assistant/blob/main/README.md,200,11018,f2a780c197136d09f6cbdbf9540b1d2b74329724513433ac05bfff0f578be7a1,2026-08-30T22:09:54.412254+00:00
cosmoEagle/Teaching_assistant,app.py,759105e9bc9815d8bc3451e151e4576f3d372e1e,https://github.com/cosmoEagle/Teaching_assistant/blob/main/app.py,200,5781,171dae62b32a3cd02f07c28ca7ad7e4de6ba7c3003b64b8ecc4610f8afb3b04d,2026-08-30T22:09:55.021268+00:00
cosmoEagle/Teaching_assistant,requirements.txt,e61ea1b1ab8c9801b4647b3bd8ee5a271d23791b,https://github.com/cosmoEagle/Teaching_assistant/blob/main/requirements.txt,200,121,910fcd2d414dca17fa808013eec3ced04082338e2ad753e90c39d8d84a55e98d,2026-08-30T22:09:54.682435+00:00
edubotics-ai/edubotics-core,LICENSE,13f9431547c7577e84a6c6ab0e6d47b031970911,https://github.com/edubotics-ai/edubotics-core/blob/main/LICENSE,200,1062,af602d2eeaeeeba7fa3963618702081e01dfa9a825403c0928641f87f7188f2e,2026-08-30T22:09:56.298767+00:00
edubotics-ai/edubotics-core,README.md,f29c5573d581fea221f6d68845d0529932b7296d,https://github.com/edubotics-ai/edubotics-core/blob/main/README.md,200,2584,8e2ad73a1d6fb5696e184746be5cd81fd951630ec7a09f8467b6f8d142200378,2026-08-30T22:09:56.574922+00:00
edubotics-ai/edubotics-core,pyproject.toml,8bb6ee5f516fa6b137341c9dc98b6f9eacf8b9f9,https://github.com/edubotics-ai/edubotics-core/blob/main/pyproject.toml,200,30,f5444123402df779d3ba683b575b2b7b25f2b148ec950231f393b4e902964169,2026-08-30T22:09:56.904117+00:00
edubotics-ai/edubotics-core,requirements.txt,cb2948362bec600717bae7466a04abb476b9655e,https://github.com/edubotics-ai/edubotics-core/blob/main/requirements.txt,200,6235,5f739a5868afc4f7fea68c2155553226e94beb35e902ff53e5f334b5d096cfc3,2026-08-30T22:09:57.197674+00:00
edubotics-ai/edubotics-core,setup.py,617cf801d0ff60701ac59251a24f7f1ff971d58b,https://github.com/edubotics-ai/edubotics-core/blob/main/setup.py,200,1181,b31370af6c58dd134ed0aaa24bbf363e07870aa12c725b1d8e8e2575d6827b67,2026-08-30T22:09:57.466413+00:00
jdepoix/youtube-transcript-api,LICENSE,14f48678bfe2baa69dc9ecf1f1cd62c930408312,https://github.com/jdepoix/youtube-transcript-api/blob/master/LICENSE,200,1069,e7608cc316ea65729d6ce63cd619fb185ae44d329740388d30099fe7e4b16a4d,2026-08-30T22:09:57.998709+00:00
jdepoix/youtube-transcript-api,README.md,5967df5fea75b9d42a5e45b0176965d3ab0705f1,https://github.com/jdepoix/youtube-transcript-api/blob/master/README.md,200,24270,8248b6421459f84c18918f95ad53cbc3fc69c22cc4db7c44ad981c38d6d5f885,2026-08-30T22:09:58.256507+00:00
jdepoix/youtube-transcript-api,pyproject.toml,d0bec137fe6534d43ce332653c2b569d32190bcd,https://github.com/jdepoix/youtube-transcript-api/blob/master/pyproject.toml,200,2806,905c70e6af6541b9a74eef3af1c30260844008b0ace10e7504ab215d5d066f39,2026-08-30T22:09:58.523386+00:00
jonowrenn/GPTChatbot,README.md,1e05863a8afa3785efcba27551bf09f4947c3400,https://github.com/jonowrenn/cs-study-assistant/blob/main/README.md,200,2024,0a1caab80911021fd6c51228dfee8686d878de280c23a1d4cbf549dabe25df0f,2026-08-30T22:09:59.324432+00:00
jonowrenn/GPTChatbot,app.py,e7f918e5eec7a8f377ffc6f060ec9be1163ef54c,https://github.com/jonowrenn/cs-study-assistant/blob/main/app.py,200,5019,c986d40d2becba775bc1694bcb816f7d9b1089b7885d2825a67a457429f5644d,2026-08-30T22:09:59.936776+00:00
jonowrenn/GPTChatbot,requirements.txt,7c2feb1a2ceaaeed44ed4911707229cbf3417605,https://github.com/jonowrenn/cs-study-assistant/blob/main/requirements.txt,200,49,fdc144d0008d5b00044a9d810f060940eda8f05833aed2ddea5aa15c20a2e21c,2026-08-30T22:09:59.665379+00:00
lukas-blecher/LaTeX-OCR,LICENSE,bc91fcb23658ebd20a8803e8684a38d8a101fc0e,https://github.com/lukas-blecher/LaTeX-OCR/blob/main/LICENSE,200,1070,632b1eeba526bd5a0f298b865c8a13f57567f32891f5d36ed4be6d9815556403,2026-08-30T22:10:00.476687+00:00
lukas-blecher/LaTeX-OCR,README.md,5cf67688a4a7658c984d079aa8ceba2fca6c8690,https://github.com/lukas-blecher/LaTeX-OCR/blob/main/README.md,200,8895,04467957dab6d4ccc1819b18ba7fcb32d64619bc8eca9f2eb4db3977cf77c1ac,2026-08-30T22:10:00.798195+00:00
lukas-blecher/LaTeX-OCR,setup.cfg,08aedd7e61b9921f0a7844c3826bda5c611bc5e2,https://github.com/lukas-blecher/LaTeX-OCR/blob/main/setup.cfg,200,40,316f7011b70bf7c17653ee184cc482f348a942cc540e2118fedee0edccdd5bf3,2026-08-30T22:10:01.073574+00:00
lukas-blecher/LaTeX-OCR,setup.py,9f7fdafe3ba87d5c2ba8c6b8302828983cc0c9fc,https://github.com/lukas-blecher/LaTeX-OCR/blob/main/setup.py,200,2507,cbbb6a0a35291eb7349147a380e143e85b32e6d9b4594b4d0d55f7d4d0abd54b,2026-08-30T22:10:01.411781+00:00
midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor,.env.example,614b9b69fc241b08385a084246958093939cd79d,https://github.com/midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor/blob/main/.env.example,200,374,5827da1e4801073d49ee4c1f5111581b27edb6bf31cbd58ea9dbd0cc1255e3a8,2026-08-30T22:10:02.311512+00:00
midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor,LICENSE,cbe8e9f25fc8db4140a4610ba848b0d93c302ae4,https://github.com/midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor/blob/main/LICENSE,200,1072,57b77a21bba585dec3e99ad4850e5e0d1ee82cad28239bff292e468ca198ccf5,2026-08-30T22:10:02.585319+00:00
midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor,README.md,ba73d322aa5258df00dd4f1f13172b34d5082755,https://github.com/midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor/blob/main/README.md,200,15092,f5a63ac036d523ccbeb478d7908da94e8a715bba986edf85cdc891b13288fab5,2026-08-30T22:10:02.854914+00:00
midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor,app.py,f9ffcb63e1af1783f22c9cae2d8deb9777c46a63,https://github.com/midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor/blob/main/app.py,200,25045,c39f3b264c93a054095d38ced8af2b1817e6c602ff61455d43dde97f2cbc15ea,2026-08-30T22:10:03.963005+00:00
midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor,check_youtube_access.py,c81fafd3a4db5b6e8d3d89080c3b4e596794d577,https://github.com/midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor/blob/main/check_youtube_access.py,200,4103,706235da214c43f3f7618c97ca399096936b41ea03d157f0411134097dbeefe4,2026-08-30T22:10:04.246624+00:00
midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor,requirements.txt,6394f217e22bf677538552078991d6029ea3e237,https://github.com/midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor/blob/main/requirements.txt,200,491,6ce01ea6c3dee535fde0d80829af2277fec063b99352dcba0ee4a1126657010b,2026-08-30T22:10:03.113142+00:00
midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor,run_tests.py,89f9eefa91968fab650446a158810d5687342e43,https://github.com/midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor/blob/main/run_tests.py,200,12512,f60f2bda1fd02869fb4d3096cbd8f42906e8660b82cf3c951cd9c4b1b4cb5fee,2026-08-30T22:10:04.522713+00:00
midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor,setup.py,36e9fc86f3612d28ea95ae28d5085f1f85aa9892,https://github.com/midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor/blob/main/setup.py,200,1811,6ca258fd6e25b9f0162f0a44cad0bdfc4959019fac2e37d554cb237001741a03,2026-08-30T22:10:03.629601+00:00
midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor,src/__init__.py,5ac8fd348d145d493ad2b79a5cc52bd1b7f0de5e,https://github.com/midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor/blob/main/src/__init__.py,200,106,980f508e8f0136d44a4aa7b41a2561b6bc8e4516b25bc365c94301d96b232932,2026-08-30T22:10:04.879738+00:00
midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor,test_transcript_fix.py,067fc32f55f448e96386ac875a349f2cd4820842,https://github.com/midlaj-muhammed/AI-Powered-YouTube-Transcript-Tutor/blob/main/test_transcript_fix.py,200,5574,ca60f1700691b37706c487e3579f97e62d63c5c3748dbad59a6e97da1bd3d287,2026-08-30T22:10:05.215332+00:00
mwvaughn/reachy_mini_language_tutor,.env.example,06a7c5623a947096267893645ebc43841aed2651,https://github.com/mwvaughn/reachy_mini_language_tutor/blob/main/.env.example,200,1237,c7ded9c83d4ed6a6f0854bc886413b56304c5cd5458cca55d17a6e7a032b778a,2026-08-30T22:10:05.835558+00:00
mwvaughn/reachy_mini_language_tutor,LICENSE,261eeb9e9f8b2b4b0d119366dda99c6fd7d35c64,https://github.com/mwvaughn/reachy_mini_language_tutor/blob/main/LICENSE,200,11357,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,2026-08-30T22:10:06.246733+00:00
mwvaughn/reachy_mini_language_tutor,README.md,b318ca48ba8b55c15446f41190cdea1f3d1577a4,https://github.com/mwvaughn/reachy_mini_language_tutor/blob/main/README.md,200,4743,8e52902b4473617384f1fdc84828eb1fc33367e8603069ee284d64b7cef2fd66,2026-08-30T22:10:06.509515+00:00
mwvaughn/reachy_mini_language_tutor,index.html,fb7038cbdd03277bfd45bbdfe6eba288f7d35b84,https://github.com/mwvaughn/reachy_mini_language_tutor/blob/main/index.html,200,41689,036ab15a8ebcd19785b1c0e2376cd9d4f17412d7e9e34bf8bb2828cef53a9b35,2026-08-30T22:10:07.194994+00:00
mwvaughn/reachy_mini_language_tutor,pyproject.toml,78fde46a69d1e7d6d2b55d3ea6a3be70402ab194,https://github.com/mwvaughn/reachy_mini_language_tutor/blob/main/pyproject.toml,200,3015,a20400d902a67f9696021b3bc1c3fc63bf99a1c2ea8dd1795d14bb6dabd7ee35,2026-08-30T22:10:06.879104+00:00
openai/whisper,LICENSE,d25552598bb9c5400612159ed4bab92ce12a5ce5,https://github.com/openai/whisper/blob/main/LICENSE,200,1063,b5d65a59060e68c4ff940e1eddfa6f94b2d68fdf58ed7f4dd57721c997e35e9d,2026-08-30T22:10:09.809428+00:00
openai/whisper,README.md,196b48f62d3b6f0b77bac2b7dbc2df5e4cfb070b,https://github.com/openai/whisper/blob/main/README.md,200,8246,38c180c2a8d8ba628a3e131ad42bf06c8a51bb681efb30fbe28d5a0f4b65f288,2026-08-30T22:10:10.050566+00:00
openai/whisper,pyproject.toml,21b90e737abc3fea0bf0270deb81e6e79e03e4d7,https://github.com/openai/whisper/blob/main/pyproject.toml,200,1418,9c8111da3701070095304ea5e12b6301eddcca3bb65e491a982b102d6042b1c4,2026-08-30T22:10:10.302487+00:00
openai/whisper,requirements.txt,8ee59200898cbdbae7a22720f35564167e262114,https://github.com/openai/whisper/blob/main/requirements.txt,200,140,70063b7cde70331c8d9187bb459c27fbe87bf3335cebc3ee55675b9d91262599,2026-08-30T22:10:10.649059+00:00
pollen-robotics/reachy_mini,LICENSE,2bae156ba764607d491a34535fb0fb5a02022793,https://github.com/pollen-robotics/reachy_mini/blob/main/LICENSE,200,11345,1cd66cd7ef50bb247f43d247f7c2a3259a600d951170e778d75c9278e5680f03,2026-08-30T22:10:11.561263+00:00
pollen-robotics/reachy_mini,README.md,c00476fe8b3a08332faffb4e892b8e0b3160ff14,https://github.com/pollen-robotics/reachy_mini/blob/main/README.md,200,5874,9d11ffc341acce448974c215d1a69a2b5000de98a92373a129d37ec19b0becd0,2026-08-30T22:10:11.839638+00:00
pollen-robotics/reachy_mini,conftest.py,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,https://github.com/pollen-robotics/reachy_mini/blob/main/conftest.py,200,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-08-30T22:10:12.368862+00:00
pollen-robotics/reachy_mini,pyproject.toml,a509d90c818077bff09a0662ec4d977da52dc578,https://github.com/pollen-robotics/reachy_mini/blob/main/pyproject.toml,200,5463,14a0ef07eb01d49850d2b2b33f4eca34d5e339fb19f2676786a4a0e2b1d20fd2,2026-08-30T22:10:12.099223+00:00
tools4ds/ds701-tutor,README.md,b1293e93918ea85e377464d4c31fdd0b9df44ee6,https://github.com/tools4ds/ds701-tutor/blob/main/README.md,200,3271,b695ea97b883f37caa0910e4e997cbe2c29497e21b2d898ad73b6464a4469c9f,2026-08-30T22:10:14.366354+00:00
tools4ds/ds701-tutor,pyproject.toml,8bb6ee5f516fa6b137341c9dc98b6f9eacf8b9f9,https://github.com/tools4ds/ds701-tutor/blob/main/pyproject.toml,200,30,f5444123402df779d3ba683b575b2b7b25f2b148ec950231f393b4e902964169,2026-08-30T22:10:14.632028+00:00
