draw,service_hhi,model_hhi,hhi_difference,hhi_ratio,service_top_share,model_top_share,top_share_difference,service_shannon_entropy,model_shannon_entropy,shannon_entropy_difference_model_minus_service
134,0.32958371594735236,0.13417848518858622,0.19540523075876615,2.4563082187440592,0.5202020202020202,0.21717171717171718,0.30303030303030304,1.4041229985461496,2.27635951791518,0.8722365193690302
135,0.46275890215284154,0.1445912548606151,0.31816764729222646,3.2004625909010724,0.6565656565656566,0.22727272727272727,0.4292929292929293,1.1606860435291033,2.2109691122385264,1.0502830687094231
136,0.37118661361085603,0.10980738926866873,0.2613792243421873,3.3803427627503613,0.5707070707070707,0.16161616161616163,0.40909090909090906,1.3812392933202369,2.4928941994508302,1.1116549061305934
137,0.37358432812978265,0.13742645308301876,0.2361578750467639,2.7184309843469645,0.5555555555555556,0.17424242424242425,0.3813131313131313,1.2951233861348124,2.1791411902211646,0.8840178040863522
138,0.24798489950005098,0.11248568740151231,0.13549921209853866,2.204590692635239,0.40404040404040403,0.17676767676767677,0.22727272727272727,1.5954129228057319,2.504359505543626,0.9089465827378942
139,0.3700642791551882,0.14428232946751465,0.22578194968767354,2.5648621041879465,0.5656565656565656,0.22727272727272727,0.33838383838383834,1.3491792800489018,2.1756917013308965,0.8265124212819948
140,0.4511019283746556,0.13239578727794216,0.31870614109671347,3.407222674144796,0.6515151515151515,0.20707070707070707,0.4444444444444444,1.2285486837981694,2.3493172700369627,1.1207685862387933
141,0.35225997347209465,0.11816537994989172,0.2340945935222029,2.981075959993284,0.5404040404040404,0.21717171717171718,0.32323232323232326,1.3530539657738663,2.459677560671248,1.106623594897382
142,0.3188450158147128,0.16355473931231507,0.15529027650239774,1.9494697442295696,0.4696969696969697,0.2727272727272727,0.19696969696969702,1.3550274939411908,2.1041603152276487,0.7491328212864579
143,0.36424854606672785,0.14104002992891884,0.223208516137809,2.582589823969134,0.5656565656565656,0.20202020202020202,0.36363636363636365,1.3765601608129374,2.225188410743068,0.8486282499301308
